binary,OS,OS_sig,SNR,abs_SNR,h_0,residual_amplitude_us,frequency_nHz,chirp_mass_Msun,distance_Mpc,ra_deg,dec_deg,mean_rho,std_rho,pos_corr,neg_corr,min_psr_separation_deg,mean_psr_separation_deg,success,index,pre_rank,final_rank
"{'Mc': np.float64(5.232638427051782e+40), 'f': np.float64(1.788193843044162e-09), 'D': np.float64(6602.827484700819), 'ra': np.float64(5.541557085106967), 'dec': np.float64(-1.1799155198599436), 'psi': np.float64(0.36139982847896474), 'iota': np.float64(0.9790762790254273), 'phi0': np.float64(0.8432630997316576)}",-4.312955055535558e-33,2.030042991333587e-30,-0.0021245634077445164,0.0021245634077445164,3.087358651912092e-15,0.2747847457705427,1.788193843044162,26314897519.458588,6602.827484700819,317.50783290744795,-67.60417946995923,1.756259380086382e-32,4.845364792121201e-31,1104,1107,33.825113916175894,129.856243247406,True,1952,11,38
"{'Mc': np.float64(1.8180851331031332e+40), 'f': np.float64(1.5527313271373566e-09), 'D': np.float64(2861.6576719222617), 'ra': np.float64(3.3847324808941104), 'dec': np.float64(0.1867693923642348), 'psi': np.float64(2.8020219290571453), 'iota': np.float64(0.8986138313397833), 'phi0': np.float64(3.0969628697495564)}",-4.663970769504076e-33,2.030042991333587e-30,-0.0022974738906589333,0.0022974738906589333,1.1133788906781537e-15,0.11412132343094268,1.5527313271373566,9143135843.654333,2861.6576719222617,193.93088593607706,10.701097924693558,-1.4033467249053957e-33,8.323239939630786e-32,1116,1095,10.734090565846747,96.6092988839923,True,532,46,39
"{'Mc': np.float64(2.433691040601995e+40), 'f': np.float64(1.1392876350974214e-09), 'D': np.float64(1834.7981940787456), 'ra': np.float64(4.725283899821907), 'dec': np.float64(-0.4544008037182215), 'psi': np.float64(1.9094542632495701), 'iota': np.float64(3.0588670766349026), 'phi0': np.float64(2.3403072877006936)}",-5.1665113810296596e-33,2.030042991333587e-30,-0.002545025599500061,0.002545025599500061,2.2967608894215576e-15,0.32085036069080236,1.1392876350974215,12239013113.609936,1834.7981940787456,270.73882446091375,-26.035248260406618,4.855081910403883e-33,3.2486336145971724e-31,1084,1127,2.8590906007495924,84.93583059616674,True,536,19,40
"{'Mc': np.float64(4.621992739068786e+40), 'f': np.float64(1.2257408122839297e-09), 'D': np.float64(4440.801563600873), 'ra': np.float64(6.174740548872516), 'dec': np.float64(-0.28946925427526776), 'psi': np.float64(3.001967030911834), 'iota': np.float64(2.9725620117271), 'phi0': np.float64(5.8882212404598375)}",-5.902335217927404e-33,2.030042991333587e-30,-0.002907492719673887,0.002907492719673887,2.9019677962791294e-15,0.37680275866047636,1.2257408122839297,23243965154.45939,4440.801563600873,353.78657303868863,-16.585366568772105,5.821083897235057e-33,3.4310193250857495e-31,1107,1104,27.377463581282406,131.5578136160822,True,1617,14,41
"{'Mc': np.float64(4.632051835523623e+40), 'f': np.float64(1.2475278005111855e-09), 'D': np.float64(5383.762552363205), 'ra': np.float64(3.6102003911467144), 'dec': np.float64(-0.215585014379421), 'psi': np.float64(0.5076553951184064), 'iota': np.float64(1.72518587666058), 'phi0': np.float64(6.281760505792512)}",-6.890524811473328e-33,2.030042991333587e-30,-0.003394275313818239,0.003394275313818239,2.4307634766999888e-15,0.3101077367939391,1.2475278005111854,23294552271.463097,5383.762552363205,206.84924560918572,-12.352111450207989,8.965858967110756e-33,3.4218195201475912e-31,1075,1136,15.786196591063462,92.81333612479034,True,774,17,42
"{'Mc': np.float64(1.8581387323130442e+40), 'f': np.float64(1.1906876436293484e-09), 'D': np.float64(1647.4267056111505), 'ra': np.float64(3.7334795227936897), 'dec': np.float64(0.21217044048437955), 'psi': np.float64(2.9238303637599214), 'iota': np.float64(1.728980344848008), 'phi0': np.float64(2.5743349213698923)}",-8.421383213083384e-33,2.030042991333587e-30,-0.00414837678267649,0.00414837678267649,1.6802043946151796e-15,0.22458688996941908,1.1906876436293483,9344565079.24708,1647.4267056111505,213.91261955459504,12.156470777186566,2.9080696746623884e-34,1.2394592408449869e-31,1136,1075,11.75235644941495,89.50137618116426,True,1226,27,43
"{'Mc': np.float64(7.818203690363445e+40), 'f': np.float64(1.5806513680828059e-09), 'D': np.float64(6014.700123238925), 'ra': np.float64(5.23073168828266), 'dec': np.float64(-0.24392226203171766), 'psi': np.float64(1.5041521367006518), 'iota': np.float64(2.8459113467015933), 'phi0': np.float64(5.437803324588208)}",-1.5112900679164402e-32,2.030042991333587e-30,-0.00744462099752693,0.00744462099752693,6.095759301844467e-15,0.6137787524668902,1.5806513680828058,39317684905.29626,6014.700123238925,299.6988495039361,-13.975716143701586,9.949853334010383e-33,1.8954748495029357e-30,1125,1086,3.0475720632345964,90.89324142791732,True,1228,3,44
"{'Mc': np.float64(7.73786712640042e+40), 'f': np.float64(1.0738580837363816e-09), 'D': np.float64(15043.080762902073), 'ra': np.float64(3.8637857733628453), 'dec': np.float64(0.1744019123291369), 'psi': np.float64(2.1166307737581445), 'iota': np.float64(0.26492736259501265), 'phi0': np.float64(3.811137094641348)}",-1.888097604221284e-32,2.030042991333587e-30,-0.009300776447995047,0.009300776447995047,1.851410317901104e-15,0.2743948276294147,1.0738580837363816,38913672956.59688,15043.080762902073,221.37861775638186,9.99249351547014,1.5357870239106917e-33,1.198690885655991e-31,1140,1071,9.276248780076982,86.87843247991151,True,969,24,45
"{'Mc': np.float64(5.04399251696404e+40), 'f': np.float64(1.3169485381359018e-09), 'D': np.float64(2031.7358068312294), 'ra': np.float64(2.5833854537990937), 'dec': np.float64(-0.001368208224194446), 'psi': np.float64(2.931889671054005), 'iota': np.float64(1.6427579933482108), 'phi0': np.float64(4.707021949341031)}",-2.5902967439085766e-32,2.030042991333587e-30,-0.012759812255044632,0.012759812255044632,7.696774884524642e-15,0.930165251917564,1.3169485381359018,25366198720.443558,2031.7358068312294,148.017083358177,-0.07839255674143089,5.031832894976048e-32,3.3927650704753e-30,1112,1099,10.899388218227367,117.20830706487406,True,688,2,46
"{'Mc': np.float64(2.6154557132859935e+40), 'f': np.float64(4.9550867202662235e-09), 'D': np.float64(6144.506108230052), 'ra': np.float64(2.1277701152471895), 'dec': np.float64(0.35000296513944973), 'psi': np.float64(0.539575416418253), 'iota': np.float64(2.247688238140114), 'phi0': np.float64(0.9901449488931607)}",-2.790328637394812e-32,2.030042991333587e-30,-0.013745170172784241,0.013745170172784241,2.0604665596897043e-15,0.06618117029292865,4.955086720266223,13153106223.810234,6144.506108230052,121.91224737772873,20.05369271955495,2.2798897859868862e-33,2.3655387963950624e-31,1077,1134,21.00350430481699,132.42724907411588,True,226,22,47
"{'Mc': np.float64(3.423045311841751e+40), 'f': np.float64(1.9603511595365083e-09), 'D': np.float64(7424.612910341953), 'ra': np.float64(0.8989136325234053), 'dec': np.float64(-0.8800557702465011), 'psi': np.float64(1.4093729154317396), 'iota': np.float64(1.2703740412666074), 'phi0': np.float64(2.0307862986298013)}",-2.963249354424888e-32,2.030042991333587e-30,-0.014596978325460261,0.014596978325460261,1.4390501856653639e-15,0.11683210392779993,1.9603511595365084,17214467967.038734,7424.612910341953,51.50395729036494,-50.423481371259356,-8.937996854513784e-34,7.753225089580751e-32,1101,1110,18.09277554785849,196.05597268763452,True,1973,31,48
"{'Mc': np.float64(4.447601063207737e+40), 'f': np.float64(2.0321412995612415e-09), 'D': np.float64(5304.633880251262), 'ra': np.float64(2.3570634396204846), 'dec': np.float64(-0.15687632153173603), 'psi': np.float64(2.459559267336471), 'iota': np.float64(1.4953841827755547), 'phi0': np.float64(3.091967377457921)}",-1.933737742229752e-31,2.030042991333587e-30,-0.0952559995273514,0.0952559995273514,3.1917557957961373e-15,0.24997460174292008,2.0321412995612413,22366950787.32763,5304.633880251262,135.04978713484272,-8.988351129305757,-5.482984684034621e-33,7.18408677431768e-31,1104,1107,12.717514605808638,125.24972010774081,True,472,10,49
"{'Mc': np.float64(8.6042703965465365e+40), 'f': np.float64(2.3108384890454898e-09), 'D': np.float64(11883.10473511568), 'ra': np.float64(2.1346153827416945), 'dec': np.float64(-0.7739245374610837), 'psi': np.float64(2.446856190423742), 'iota': np.float64(2.0306335950376564), 'phi0': np.float64(3.417725844804262)}",-3.740890097940369e-31,2.030042991333587e-30,-0.18427639778618102,0.18427639778618102,4.662433459486624e-15,0.3211169172713805,2.31083848904549,43270808191.95933,11883.10473511568,122.30445231480196,-44.34260965813447,3.0548672140393826e-33,1.379449210371492e-30,1097,1114,30.798895588401688,142.88154910787816,True,728,6,50
