sim_id,status,phase_reached,resumable,reason,log_file
127,incomplete_late,scenario 3/4,True,Baseline+CGW done; timed out in scenario phases (2/4 completed),runs/2026-06-17_optimistic/logs/stage2_sim127_try1_13249597.out
128,complete,all phases,False,Explicit Stage 2 completion marker found,runs/2026-06-17_optimistic/logs/stage2_sim128_try1_13249599.out
129,complete,all phases,False,Explicit Stage 2 completion marker found,runs/2026-06-17_optimistic/logs/stage2_sim129_try1_13249601.out
130,complete,all phases,False,Explicit Stage 2 completion marker found,runs/2026-06-17_optimistic/logs/stage2_sim130_try1_13249603.out
131,complete,all phases,False,Explicit Stage 2 completion marker found,runs/2026-06-17_optimistic/logs/stage2_sim131_try1_13249605.out
132,complete,all phases,False,Explicit Stage 2 completion marker found,runs/2026-06-17_optimistic/logs/stage2_sim132_try1_13249607.out
133,complete,all phases,False,Explicit Stage 2 completion marker found,runs/2026-06-17_optimistic/logs/stage2_sim133_try1_13249609.out
134,complete,all phases,False,Explicit Stage 2 completion marker found,runs/2026-06-17_optimistic/logs/stage2_sim134_try1_13249611.out
135,complete,all phases,False,Explicit Stage 2 completion marker found,runs/2026-06-17_optimistic/logs/stage2_sim135_try1_13249613.out
136,incomplete_early,SNR shard selection (failed to converge),False,Timed out before finding population SNR in target band; no resumable state,runs/2026-06-17_optimistic/logs/stage2_sim136_try1_13249615.out
137,incomplete_early,SNR shard selection (failed to converge),False,Timed out before finding population SNR in target band; no resumable state,runs/2026-06-17_optimistic/logs/stage2_sim137_try1_13249617.out
138,complete,all phases,False,Explicit Stage 2 completion marker found,runs/2026-06-17_optimistic/logs/stage2_sim138_try1_13249619.out
139,incomplete_early,SNR shard selection (failed to converge),False,Timed out before finding population SNR in target band; no resumable state,runs/2026-06-17_optimistic/logs/stage2_sim139_try1_13249621.out
