sim_id,status,phase_reached,resumable,reason,log_file
60,incomplete_early,SNR shard selection (failed to converge),False,Timed out before finding population SNR in target band; no resumable state,runs/2026-06-16_optimistic/logs/stage2_sim060_try1_13233068.out
61,complete,all phases,False,Explicit Stage 2 completion marker found,runs/2026-06-16_optimistic/logs/stage2_sim061_try1_13233072.out
62,complete,all phases,False,Explicit Stage 2 completion marker found,runs/2026-06-16_optimistic/logs/stage2_sim062_try1_13233076.out
63,complete,all phases,False,Explicit Stage 2 completion marker found,runs/2026-06-16_optimistic/logs/stage2_sim063_try1_13233080.out
64,complete,all phases,False,Explicit Stage 2 completion marker found,runs/2026-06-16_optimistic/logs/stage2_sim064_try1_13233084.out
65,complete,all phases,False,Explicit Stage 2 completion marker found,runs/2026-06-16_optimistic/logs/stage2_sim065_try1_13233088.out
66,complete,all phases,False,Explicit Stage 2 completion marker found,runs/2026-06-16_optimistic/logs/stage2_sim066_try1_13233092.out
67,incomplete_early,SNR shard selection (failed to converge),False,Timed out before finding population SNR in target band; no resumable state,runs/2026-06-16_optimistic/logs/stage2_sim067_try1_13233096.out
68,complete,all phases,False,Explicit Stage 2 completion marker found,runs/2026-06-16_optimistic/logs/stage2_sim068_try1_13233100.out
69,complete,all phases,False,Explicit Stage 2 completion marker found,runs/2026-06-16_optimistic/logs/stage2_sim069_try1_13233104.out
70,complete,all phases,False,Explicit Stage 2 completion marker found,runs/2026-06-16_optimistic/logs/stage2_sim070_try1_13233108.out
71,complete,all phases,False,Explicit Stage 2 completion marker found,runs/2026-06-16_optimistic/logs/stage2_sim071_try1_13233112.out
72,incomplete_late,scenario 1/2,True,Baseline+CGW done; timed out in scenario phases (0/2 completed),runs/2026-06-16_optimistic/logs/stage2_sim072_try1_13233116.out
73,complete,all phases,False,Explicit Stage 2 completion marker found,runs/2026-06-16_optimistic/logs/stage2_sim073_try1_13233120.out
74,complete,all phases,False,Explicit Stage 2 completion marker found,runs/2026-06-16_optimistic/logs/stage2_sim074_try1_13233124.out
75,complete,all phases,False,Explicit Stage 2 completion marker found,runs/2026-06-16_optimistic/logs/stage2_sim075_try1_13233128.out
76,complete,all phases,False,Explicit Stage 2 completion marker found,runs/2026-06-16_optimistic/logs/stage2_sim076_try1_13233132.out
77,complete,all phases,False,Explicit Stage 2 completion marker found,runs/2026-06-16_optimistic/logs/stage2_sim077_try1_13233136.out
78,incomplete_late,scenario 2/3,True,Baseline+CGW done; timed out in scenario phases (1/3 completed),runs/2026-06-16_optimistic/logs/stage2_sim078_try1_13233140.out
79,complete,all phases,False,Explicit Stage 2 completion marker found,runs/2026-06-16_optimistic/logs/stage2_sim079_try1_13233144.out
80,complete,all phases,False,Explicit Stage 2 completion marker found,runs/2026-06-16_optimistic/logs/stage2_sim080_try1_13233148.out
81,complete,all phases,False,Explicit Stage 2 completion marker found,runs/2026-06-16_optimistic/logs/stage2_sim081_try1_13233152.out
82,complete,all phases,False,Explicit Stage 2 completion marker found,runs/2026-06-16_optimistic/logs/stage2_sim082_try1_13233156.out
83,complete,all phases,False,Explicit Stage 2 completion marker found,runs/2026-06-16_optimistic/logs/stage2_sim083_try1_13233159.out
84,incomplete_early,SNR shard selection (failed to converge),False,Timed out before finding population SNR in target band; no resumable state,runs/2026-06-16_optimistic/logs/stage2_sim084_try1_13233163.out
85,complete,all phases,False,Explicit Stage 2 completion marker found,runs/2026-06-16_optimistic/logs/stage2_sim085_try1_13233167.out
86,complete,all phases,False,Explicit Stage 2 completion marker found,runs/2026-06-16_optimistic/logs/stage2_sim086_try1_13233171.out
87,incomplete_late,scenario 1/2,True,Baseline+CGW done; timed out in scenario phases (0/2 completed),runs/2026-06-16_optimistic/logs/stage2_sim087_try1_13233175.out
88,incomplete_late,scenario 1/2,True,Baseline+CGW done; timed out in scenario phases (0/2 completed),runs/2026-06-16_optimistic/logs/stage2_sim088_try1_13233179.out
89,complete,all phases,False,Explicit Stage 2 completion marker found,runs/2026-06-16_optimistic/logs/stage2_sim089_try1_13233184.out
90,complete,all phases,False,Explicit Stage 2 completion marker found,runs/2026-06-16_optimistic/logs/stage2_sim090_try1_13233188.out
91,complete,all phases,False,Explicit Stage 2 completion marker found,runs/2026-06-16_optimistic/logs/stage2_sim091_try1_13233192.out
92,incomplete_late,scenario 2/3,True,Baseline+CGW done; timed out in scenario phases (1/3 completed),runs/2026-06-16_optimistic/logs/stage2_sim092_try1_13233196.out
93,incomplete_late,scenario 1/2,True,Baseline+CGW done; timed out in scenario phases (0/2 completed),runs/2026-06-16_optimistic/logs/stage2_sim093_try1_13233200.out
94,incomplete_early,SNR shard selection (failed to converge),False,Timed out before finding population SNR in target band; no resumable state,runs/2026-06-16_optimistic/logs/stage2_sim094_try1_13233204.out
95,incomplete_late,scenario 3/4,True,Baseline+CGW done; timed out in scenario phases (2/4 completed),runs/2026-06-16_optimistic/logs/stage2_sim095_try1_13233208.out
96,incomplete_late,scenario 3/4,True,Baseline+CGW done; timed out in scenario phases (2/4 completed),runs/2026-06-16_optimistic/logs/stage2_sim096_try1_13233212.out
97,incomplete_late,scenario 2/3,True,Baseline+CGW done; timed out in scenario phases (1/3 completed),runs/2026-06-16_optimistic/logs/stage2_sim097_try1_13233216.out
98,incomplete_early,SNR shard selection (failed to converge),False,Timed out before finding population SNR in target band; no resumable state,runs/2026-06-16_optimistic/logs/stage2_sim098_try1_13233220.out
99,complete,all phases,False,Explicit Stage 2 completion marker found,runs/2026-06-16_optimistic/logs/stage2_sim099_try1_13233224.out
100,complete,all phases,False,Explicit Stage 2 completion marker found,runs/2026-06-16_optimistic/logs/stage2_sim100_try1_13233228.out
101,incomplete_early,"SNR shard selection (no convergence, no timeout)",False,Job stopped without finding population SNR; unclear why,runs/2026-06-16_optimistic/logs/stage2_sim101_try1_13233233.out
102,incomplete_early,"SNR shard selection (no convergence, no timeout)",False,Job stopped without finding population SNR; unclear why,runs/2026-06-16_optimistic/logs/stage2_sim102_try1_13233237.out
103,incomplete_early,SNR shard selection (failed to converge),False,Timed out before finding population SNR in target band; no resumable state,runs/2026-06-16_optimistic/logs/stage2_sim103_try1_13233241.out
104,incomplete_early,SNR shard selection (failed to converge),False,Timed out before finding population SNR in target band; no resumable state,runs/2026-06-16_optimistic/logs/stage2_sim104_try1_13233245.out
